3600.10,0.01,1.00
3900.10,0.06,0.94
4500.10,0.00,0.99
4800.10,0.01,0.99
6000.10,0.00,0.97
6300.10,0.00,0.99
7200.10,0.00,0.99
7500.10,0.03,1.00
7800.10,0.00,0.99
8100.10,0.00,0.99
9000.10,0.00,0.99
9300.10,0.00,1.00
9600.10,0.09,0.88
11400.10,0.00,0.97
11700.10,0.00,0.98
12600.10,0.00,1.00
13200.10,0.00,0.99
13500.10,0.01,0.99
13800.10,0.15,0.86
14100.10,0.24,0.83
14400.10,0.66,0.81
14700.10,0.30,0.80
15300.10,0.00,0.97
15600.10,0.02,0.98
16200.10,0.00,0.98
16500.10,0.01,0.99
16800.10,0.05,0.93
17100.10,0.18,0.93
17400.10,0.21,0.94
17700.10,0.27,0.94
18000.10,0.32,0.91
18300.10,0.32,0.94
19200.10,0.00,0.96
19500.10,0.03,0.95
20700.10,0.00,0.95
21000.10,0.06,0.96
21300.10,0.00,0.97
21600.10,0.00,0.99
21900.10,0.05,0.94
22200.10,0.48,0.93
22500.10,0.49,0.93
22800.10,0.66,0.82
23100.10,0.87,0.78
23400.10,0.76,0.75
23700.10,0.58,0.83
24000.10,0.56,0.83
24300.10,0.68,0.81
24600.10,0.61,0.82
24900.10,0.85,0.81
25200.10,0.79,0.83
25500.10,0.93,0.86
25800.10,0.72,0.92
26100.10,0.73,0.87
26400.10,0.77,0.81
26700.10,0.92,0.84
27000.10,0.87,0.88
27300.10,0.89,0.89
27600.10,0.76,0.89
27900.10,0.96,0.89
28200.10,0.59,0.93
28500.10,0.90,0.87
28800.10,0.63,0.95
29100.10,0.52,0.95
29400.10,0.97,0.93
29700.10,0.96,0.92
30000.10,0.74,0.92
30300.10,0.94,0.92
30600.10,0.95,0.91
30900.10,0.50,0.94
31200.10,0.81,0.90
31500.10,0.81,0.90
31800.10,0.79,0.86
32100.10,1.00,0.90
32400.10,0.89,0.91
33600.10,0.00,0.97
33900.10,0.03,0.98
34500.10,0.00,0.97
34800.10,0.01,0.98
35700.10,0.00,0.97
36000.10,0.04,0.98
36300.10,0.21,0.93
36600.10,0.00,0.92
36900.10,0.03,0.97
37200.10,0.26,0.75
37800.10,0.00,0.98
38100.10,0.02,1.00
38400.10,0.06,0.96
39000.10,0.00,0.99
39300.10,0.01,0.99
39900.10,0.00,0.97
40200.10,0.03,0.97
40500.10,0.06,0.78
41100.10,0.00,0.98
41400.10,0.01,0.99
41700.10,0.16,0.95
42000.10,0.22,0.96
42300.10,0.26,0.95
42600.10,0.26,0.96
42900.10,0.29,0.95
43200.10,0.31,0.95
43500.10,0.37,0.94
43800.10,0.33,0.95
45000.10,0.00,0.99
45300.10,0.03,1.00
45600.10,0.44,0.81
46800.10,0.01,0.98
47700.10,0.00,0.97
48000.10,0.07,0.99
48300.10,0.04,0.99
48600.10,0.00,0.96
48900.10,0.02,0.99
49200.10,0.00,0.99
49500.10,0.00,1.00
50400.10,0.00,0.99
50700.10,0.02,0.99
51000.10,0.03,0.97
52200.10,0.00,0.94
52500.10,0.01,1.00
52800.10,0.09,0.97
54000.10,0.01,0.99
55200.10,0.00,0.93
55500.10,0.01,0.94
56100.10,0.00,0.97
56400.10,0.01,0.99
57600.10,0.00,0.93
57900.10,0.01,0.99
59100.10,0.00,1.00
59400.10,0.01,1.00
59700.10,0.09,0.93
60000.10,0.34,0.84
60300.10,0.00,0.99
60600.10,0.03,0.99
61800.10,0.00,0.97
62100.10,0.03,0.98
63000.10,0.00,0.96
63300.10,0.03,0.99
64200.10,0.00,0.86
64500.10,0.07,0.86
64800.10,0.26,0.87
65100.10,0.25,0.87
65400.10,0.35,0.89
65700.10,0.30,0.86
66000.10,0.47,0.87
66300.10,0.80,0.83
66600.10,0.57,0.83
67500.10,0.00,0.99
67800.10,0.01,0.99
68100.10,0.11,0.81
68400.10,0.13,0.81
70500.10,0.00,0.99
70800.10,0.01,0.99
71100.10,0.17,0.91
71700.10,0.00,0.99
72000.10,0.01,0.99
72300.10,0.00,0.95
72600.10,0.02,0.99
72900.10,0.06,0.96
73200.10,0.00,0.98
73500.10,0.05,0.99
73800.10,0.25,0.90
74100.10,0.00,0.99
74400.10,0.01,1.00
74700.10,0.00,0.99
75000.10,0.00,1.00
75600.10,0.00,1.00
75900.10,0.00,0.99
76800.10,0.00,0.96
77100.10,0.03,0.95
77400.10,0.23,0.92
77700.10,0.16,0.82
78600.10,0.00,0.99
78900.10,0.02,0.99
79200.10,0.00,0.95
79500.10,0.03,0.95
79800.10,0.07,0.94
80100.10,0.24,0.93
80700.10,0.00,0.99
81000.10,0.01,1.00
81600.10,0.00,0.99
81900.10,0.01,0.99
83400.10,0.00,0.99
83700.10,0.01,0.99
85800.10,0.00,0.98
86100.10,0.03,0.98
