3600.10,0.01,0.98
4200.10,0.00,0.96
4500.10,0.01,0.99
4800.10,0.00,0.94
5100.10,0.01,0.94
5400.10,0.00,0.81
5700.10,0.02,0.99
6000.10,0.00,0.98
6300.10,0.04,0.99
6600.10,0.00,0.93
6900.10,0.05,0.98
7200.10,0.00,0.87
7500.10,0.15,0.89
7800.10,0.30,0.87
8100.10,0.00,0.95
8400.10,0.05,0.97
8700.10,0.00,0.90
9000.10,0.02,0.92
9300.10,0.00,0.87
9600.10,0.09,0.88
9900.10,0.00,0.89
10200.10,0.14,0.98
10500.10,0.18,0.98
10800.10,0.00,0.95
11100.10,0.03,0.96
11400.10,0.00,0.87
11700.10,0.13,0.92
12000.10,0.00,0.96
12300.10,0.03,0.99
12900.10,0.00,0.95
13200.10,0.01,0.99
13500.10,0.00,0.95
13800.10,0.02,0.98
14100.10,0.00,0.95
14400.10,0.03,0.95
14700.10,0.00,0.90
15000.10,0.07,0.91
15300.10,0.00,0.92
15600.10,0.08,0.94
15900.10,0.00,0.96
16200.10,0.04,0.97
16500.10,0.00,0.96
16800.10,0.07,0.98
17100.10,0.00,0.87
17400.10,0.14,0.90
17700.10,0.14,0.90
18000.10,0.00,0.97
18300.10,0.14,0.99
18600.10,0.00,0.82
18900.10,0.03,0.85
19200.10,0.00,0.89
19500.10,0.16,0.92
19800.10,0.34,0.91
20100.10,0.20,0.88
20400.10,0.31,0.86
20700.10,0.00,0.88
21000.10,0.14,0.89
21300.10,0.00,0.83
21600.10,0.07,0.93
21900.10,0.00,0.93
22200.10,0.11,0.98
22500.10,0.00,0.90
22800.10,0.12,0.92
23100.10,0.00,0.92
23400.10,0.12,0.93
23700.10,0.26,0.85
24000.10,0.00,0.86
24300.10,0.18,0.86
24600.10,0.23,0.83
24900.10,0.00,0.80
25200.10,0.00,0.91
25500.10,0.00,0.90
25800.10,0.20,0.96
26100.10,0.00,0.91
26400.10,0.08,0.93
26700.10,0.00,0.94
27000.10,0.04,0.94
27300.10,0.00,0.92
27600.10,0.14,0.95
27900.10,0.00,0.87
28200.10,0.11,0.90
28500.10,0.14,0.88
28800.10,0.42,0.85
29100.10,0.00,0.64
29400.10,0.09,0.95
29700.10,0.00,0.88
30000.10,0.14,0.90
30300.10,0.24,0.90
30600.10,0.00,0.95
30900.10,0.05,0.97
31200.10,0.00,0.90
31500.10,0.06,0.94
31800.10,0.00,0.90
32100.10,0.07,0.94
32400.10,0.00,0.91
32700.10,0.44,0.99
33000.10,0.00,0.96
33300.10,0.19,0.97
