3600.10,0.38,0.87
3900.10,0.59,0.72
4200.10,0.61,0.86
4500.10,0.83,0.85
4800.10,0.91,0.87
5100.10,0.79,0.90
5400.10,0.91,0.84
5700.10,0.83,0.88
6000.10,0.92,0.87
6300.10,0.73,0.87
6600.10,0.89,0.85
6900.10,0.61,0.87
7200.10,0.85,0.85
7500.10,0.66,0.85
7800.10,0.79,0.85
8100.10,0.86,0.85
8400.10,0.76,0.87
8700.10,0.75,0.81
9000.10,0.98,0.81
9300.10,0.69,0.85
9600.10,0.76,0.85
9900.10,0.73,0.84
10200.10,0.72,0.85
10500.10,0.79,0.85
10800.10,0.80,0.84
11100.10,0.97,0.84
11400.10,0.89,0.89
11700.10,0.64,0.86
12000.10,1.00,0.83
12300.10,0.70,0.85
12600.10,0.73,0.88
12900.10,0.85,0.86
13200.10,0.75,0.85
13500.10,0.74,0.85
13800.10,0.98,0.86
14100.10,0.86,0.90
14400.10,0.83,0.88
14700.10,1.00,0.88
15000.10,0.75,0.86
15300.10,1.00,0.84
15600.10,0.64,0.88
15900.10,0.88,0.82
16200.10,0.74,0.80
16500.10,0.84,0.87
16800.10,0.97,0.88
17100.10,0.96,0.81
17400.10,0.70,0.84
17700.10,1.00,0.83
18000.10,0.56,0.82
18300.10,0.51,0.80
18600.10,0.62,0.72
18900.10,0.55,0.75
19200.10,0.71,0.72
19500.10,0.00,0.99
19800.10,0.01,0.99
20100.10,0.12,0.87
20700.10,0.00,0.98
21000.10,0.01,0.98
21300.10,0.00,0.98
21600.10,0.01,1.00
21900.10,0.09,0.98
22200.10,0.26,0.92
22500.10,0.37,0.90
22800.10,0.31,0.92
23400.10,0.00,0.97
23700.10,0.05,0.98
24000.10,0.34,0.82
25200.10,0.00,0.99
25500.10,0.01,1.00
26100.10,0.00,0.99
26400.10,0.00,0.99
27300.10,0.00,0.97
27600.10,0.02,0.98
27900.10,0.08,0.95
28200.10,0.43,0.86
28500.10,0.66,0.80
28800.10,0.76,0.81
29100.10,0.83,0.82
29400.10,0.77,0.82
29700.10,0.89,0.81
30000.10,0.57,0.80
30300.10,0.56,0.68
30600.10,0.92,0.65
30900.10,0.67,0.77
31200.10,0.59,0.72
31500.10,0.86,0.70
31800.10,0.28,0.74
32100.10,0.39,0.73
32400.10,0.00,0.98
32700.10,0.02,0.99
33000.10,0.07,0.97
33300.10,0.18,0.94
33600.10,0.16,0.80
33900.10,0.54,0.78
34200.10,0.71,0.79
34500.10,0.99,0.79
34800.10,0.52,0.80
35100.10,0.65,0.73
35400.10,0.78,0.81
35700.10,0.76,0.80
36000.10,0.68,0.82
36300.10,0.80,0.78
36600.10,0.87,0.86
36900.10,0.85,0.82
37200.10,0.68,0.81
37500.10,0.85,0.82
37800.10,0.82,0.81
38100.10,0.79,0.81
38400.10,0.60,0.78
38700.10,0.78,0.76
39000.10,0.74,0.84
39300.10,0.67,0.85
39600.10,0.45,0.84
39900.10,0.90,0.78
40200.10,0.75,0.84
40500.10,0.66,0.85
40800.10,0.84,0.83
41100.10,0.74,0.85
41400.10,0.79,0.84
41700.10,0.74,0.83
42000.10,0.58,0.82
42300.10,0.87,0.81
42600.10,0.71,0.81
42900.10,0.74,0.80
43200.10,0.83,0.81
43500.10,0.89,0.81
43800.10,0.75,0.78
44100.10,0.88,0.82
44400.10,0.55,0.82
44700.10,0.43,0.81
45000.10,0.00,0.93
45300.10,0.03,0.99
45600.10,0.12,0.97
45900.10,0.26,0.95
46200.10,0.31,0.96
47700.10,0.00,0.98
48000.10,0.02,1.00
48600.10,0.00,0.98
48900.10,0.02,1.00
49200.10,0.29,0.97
49500.10,0.00,0.98
49800.10,0.03,1.00
50100.10,0.09,0.96
50400.10,0.19,0.91
50700.10,0.22,0.90
51000.10,0.00,0.98
51300.10,0.03,0.98
51600.10,0.06,0.93
52200.10,0.00,0.99
52500.10,0.01,0.99
52800.10,0.00,0.97
53100.10,0.01,0.98
55200.10,0.00,0.99
55500.10,0.01,1.00
56100.10,0.00,0.98
56400.10,0.01,0.99
56700.10,0.14,0.95
58200.10,0.00,0.97
59400.10,0.00,0.99
59700.10,0.01,0.99
60000.10,0.11,0.95
60300.10,0.00,0.93
60600.10,0.04,0.95
60900.10,0.06,0.95
61200.10,0.35,0.86
61500.10,0.72,0.85
61800.10,0.85,0.87
62100.10,0.92,0.89
62400.10,0.85,0.91
62700.10,0.88,0.93
63000.10,0.96,0.92
63300.10,0.42,0.90
64200.10,0.00,0.98
64500.10,0.01,0.98
64800.10,0.16,0.93
65100.10,0.33,0.93
65400.10,0.28,0.95
65700.10,0.43,0.88
66300.10,0.00,0.98
66600.10,0.02,0.99
70500.10,0.00,0.99
70800.10,0.01,0.99
71100.10,0.00,0.96
71400.10,0.03,0.98
71700.10,0.06,0.97
72000.10,0.17,0.86
72300.10,0.00,0.94
72600.10,0.01,0.99
72900.10,0.08,0.95
73200.10,0.28,0.92
76800.10,0.00,0.96
77100.10,0.01,0.98
77400.10,0.10,0.93
78600.10,0.00,0.99
78900.10,0.00,1.00
79200.10,0.05,0.93
81000.10,0.00,1.00
81600.10,0.00,0.99
81900.10,0.02,0.99
83400.10,0.00,0.95
83700.10,0.00,0.98
85800.10,0.00,0.99
86100.10,0.01,0.99
