3600.10,0.89,0.69
3900.10,0.59,0.87
4200.10,1.00,0.86
4500.10,0.83,0.86
4800.10,0.86,0.84
5100.10,0.65,0.83
5400.10,0.74,0.78
5700.10,1.00,0.75
6000.10,0.62,0.82
6300.10,0.70,0.77
6600.10,0.71,0.78
6900.10,0.60,0.81
7200.10,1.00,0.81
7500.10,0.67,0.82
7800.10,0.77,0.83
8100.10,0.80,0.83
8400.10,0.75,0.83
8700.10,0.87,0.77
9000.10,0.73,0.86
9300.10,0.91,0.87
9600.10,0.59,0.82
9900.10,0.76,0.79
10200.10,1.00,0.77
10500.10,0.52,0.79
10800.10,0.52,0.80
11100.10,0.62,0.75
11400.10,0.60,0.78
11700.10,0.62,0.78
12000.10,0.78,0.78
12300.10,1.00,0.69
12600.10,0.52,0.82
12900.10,0.62,0.79
13200.10,0.87,0.77
13500.10,0.58,0.77
13800.10,0.94,0.77
14100.10,0.67,0.79
14400.10,0.76,0.79
14700.10,0.65,0.83
15000.10,0.75,0.82
15300.10,1.00,0.85
15600.10,0.35,0.85
15900.10,0.00,0.88
16200.10,0.04,0.92
16500.10,0.00,0.90
16800.10,0.33,0.88
17100.10,0.00,0.88
17400.10,0.35,0.97
17700.10,0.37,0.97
18000.10,0.40,0.97
18300.10,0.00,0.80
18600.10,0.34,0.90
18900.10,0.00,0.85
19200.10,0.28,0.85
19500.10,0.28,0.85
19800.10,0.36,0.91
20100.10,0.36,0.90
20400.10,0.34,0.90
20700.10,0.00,0.79
21000.10,0.07,0.90
21300.10,0.00,0.86
21600.10,0.14,0.95
21900.10,0.24,0.92
22200.10,0.31,0.89
22500.10,0.00,0.81
22800.10,0.29,0.81
23100.10,0.21,0.78
23400.10,0.00,0.75
23700.10,0.23,0.90
24000.10,0.00,0.92
24300.10,0.12,0.92
24600.10,0.00,0.95
24900.10,0.02,0.99
25200.10,0.00,0.69
25500.10,0.28,0.87
25800.10,0.23,0.87
26100.10,0.10,0.85
26400.10,0.51,0.84
26700.10,0.69,0.81
27000.10,0.77,0.80
27300.10,0.99,0.79
27600.10,0.43,0.81
27900.10,0.68,0.80
28200.10,0.72,0.82
28500.10,0.68,0.87
28800.10,0.77,0.88
29100.10,0.73,0.84
29400.10,0.88,0.83
29700.10,0.59,0.88
30000.10,0.66,0.88
30300.10,0.63,0.85
30600.10,0.82,0.82
30900.10,0.74,0.83
31200.10,0.91,0.79
31500.10,0.57,0.80
31800.10,0.88,0.77
32100.10,0.59,0.80
32400.10,0.80,0.79
32700.10,0.92,0.78
33000.10,0.66,0.84
33300.10,0.56,0.83
33600.10,0.57,0.82
33900.10,0.83,0.80
34200.10,0.53,0.79
34500.10,0.66,0.77
34800.10,0.89,0.76
35100.10,0.56,0.84
35400.10,0.62,0.83
35700.10,0.98,0.78
36000.10,0.53,0.82
36300.10,0.71,0.84
36600.10,0.96,0.78
36900.10,0.58,0.80
37200.10,0.67,0.76
37500.10,0.91,0.76
37800.10,0.61,0.78
38100.10,0.73,0.75
38400.10,0.73,0.77
38700.10,0.79,0.84
39000.10,0.66,0.83
39300.10,1.00,0.79
39600.10,0.79,0.80
39900.10,0.68,0.81
40200.10,0.95,0.79
40500.10,0.57,0.84
40800.10,0.66,0.68
41100.10,0.82,0.70
41400.10,0.70,0.77
41700.10,0.83,0.78
42000.10,0.54,0.81
42300.10,0.66,0.82
42600.10,0.63,0.78
42900.10,0.62,0.76
43200.10,0.95,0.80
43500.10,0.77,0.81
43800.10,0.66,0.81
44100.10,0.77,0.79
44400.10,0.74,0.78
44700.10,0.70,0.80
45000.10,1.00,0.79
45300.10,0.82,0.84
45600.10,0.71,0.84
45900.10,0.84,0.85
46200.10,0.85,0.87
46500.10,1.00,0.89
46800.10,0.59,0.87
47100.10,0.85,0.86
47400.10,0.92,0.86
47700.10,0.71,0.85
48000.10,0.71,0.83
48300.10,1.00,0.83
48600.10,0.88,0.81
48900.10,0.60,0.82
49200.10,0.54,0.84
49500.10,0.64,0.84
49800.10,0.74,0.85
50100.10,0.84,0.84
50400.10,0.00,0.92
50700.10,0.29,0.94
51000.10,0.00,0.92
51300.10,0.07,0.93
51600.10,0.00,0.76
51900.10,0.20,0.84
52200.10,0.14,0.85
52500.10,0.00,0.88
52800.10,0.43,0.99
53100.10,0.00,0.87
53400.10,0.18,0.87
53700.10,0.33,0.71
54000.10,0.00,0.87
54300.10,0.27,0.89
54600.10,0.38,0.85
54900.10,0.18,0.85
55200.10,0.30,0.80
55500.10,0.00,0.92
55800.10,0.44,0.99
56100.10,0.00,0.89
56400.10,0.18,0.93
56700.10,0.31,0.87
57000.10,0.00,0.85
57300.10,0.24,0.92
57600.10,0.34,0.89
57900.10,0.34,0.89
58200.10,0.00,0.83
58500.10,0.17,0.79
58800.10,0.41,0.80
59100.10,0.37,0.84
59400.10,0.47,0.84
59700.10,0.52,0.83
60000.10,0.70,0.87
60300.10,0.69,0.83
60600.10,0.58,0.77
60900.10,0.84,0.81
61200.10,0.77,0.80
61500.10,0.63,0.82
61800.10,0.97,0.80
62100.10,0.85,0.78
62400.10,0.63,0.76
62700.10,0.61,0.75
63000.10,0.75,0.78
63300.10,0.73,0.82
63600.10,0.77,0.79
63900.10,0.83,0.79
64200.10,0.58,0.79
64500.10,0.66,0.77
64800.10,0.96,0.77
65100.10,0.61,0.80
65400.10,0.76,0.83
65700.10,0.79,0.85
66000.10,0.68,0.84
66300.10,1.00,0.84
66600.10,0.60,0.79
66900.10,0.62,0.78
67200.10,0.81,0.78
67500.10,0.62,0.80
67800.10,0.64,0.78
68100.10,0.62,0.78
68400.10,0.88,0.73
68700.10,0.44,0.77
69000.10,0.63,0.78
69300.10,0.88,0.80
69600.10,0.73,0.85
69900.10,0.84,0.82
70200.10,0.76,0.85
70500.10,0.90,0.85
70800.10,0.81,0.88
71100.10,0.91,0.85
71400.10,0.65,0.87
71700.10,0.75,0.85
72000.10,0.78,0.78
72300.10,0.84,0.85
72600.10,0.84,0.87
72900.10,0.85,0.87
73200.10,0.97,0.88
73500.10,0.79,0.87
73800.10,0.83,0.89
74100.10,0.90,0.89
74400.10,0.52,0.88
74700.10,0.60,0.78
75000.10,0.70,0.83
75300.10,0.64,0.87
75600.10,0.95,0.80
75900.10,0.36,0.78
76200.10,0.00,0.89
76500.10,0.11,0.87
76800.10,0.00,0.77
